
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/features/c3d_ucf101_finetune_whole_split1_iter_20000_newfb_format/
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.778060
Expriment finished at 2016-10-24 10:36:38.922406 
Per class accuracy
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.789190
Expriment finished at 2016-10-31 17:07:07.148353 
Per class accuracy
Class 0: ... 0.57
Class 1: ... 0.75
Class 2: ... 0.67
Class 3: ... 0.85
Class 4: ... 0.93
Class 5: ... 0.96
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.94
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.48
Class 13: ... 0.75
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.69
Class 17: ... 0.85
Class 18: ... 0.86
Class 19: ... 0.35
Class 20: ... 0.85
Class 21: ... 0.89
Class 22: ... 0.63
Class 23: ... 0.49
Class 24: ... 0.84
Class 25: ... 1.00
Class 26: ... 0.85
Class 27: ... 0.98
Class 28: ... 0.96
Class 29: ... 0.95
Class 30: ... 0.94
Class 31: ... 0.55
Class 32: ... 0.75
Class 33: ... 0.48
Class 34: ... 0.36
Class 35: ... 0.74
Class 36: ... 0.69
Class 37: ... 0.37
Class 38: ... 0.87
Class 39: ... 0.54
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 0.99
Class 44: ... 0.73
Class 45: ... 0.90
Class 46: ... 0.58
Class 47: ... 0.67
Class 48: ... 0.91
Class 49: ... 0.94
Class 50: ... 0.74
Class 51: ... 0.52
Class 52: ... 0.82
Class 53: ... 0.61
Class 54: ... 0.79
Class 55: ... 0.49
Class 56: ... 0.92
Class 57: ... 0.35
Class 58: ... 0.64
Class 59: ... 0.55
Class 60: ... 0.76
Class 61: ... 0.77
Class 62: ... 0.83
Class 63: ... 0.95
Class 64: ... 0.76
Class 65: ... 0.96
Class 66: ... 0.67
Class 67: ... 0.70
Class 68: ... 0.95
Class 69: ... 0.64
Class 70: ... 0.88
Class 71: ... 0.74
Class 72: ... 0.82
Class 73: ... 0.94
Class 74: ... 0.89
Class 75: ... 0.98
Class 76: ... 0.80
Class 77: ... 0.30
Class 78: ... 0.46
Class 79: ... 0.95
Class 80: ... 0.73
Class 81: ... 0.98
Class 82: ... 0.97
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.93
Class 86: ... 0.99
Class 87: ... 0.99
Class 88: ... 0.85
Class 89: ... 0.97
Class 90: ... 0.85
Class 91: ... 0.95
Class 92: ... 0.76
Class 93: ... 0.99
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.84
Class 98: ... 0.57
Class 99: ... 0.98
Class 100: ... 0.53

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.820513
Expriment finished at 2016-10-31 17:07:09.829028 
Per class accuracy
Class 0: ... 0.55
Class 1: ... 0.78
Class 2: ... 0.73
Class 3: ... 0.91
Class 4: ... 1.00
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.96
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.55
Class 13: ... 0.73
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.76
Class 17: ... 0.92
Class 18: ... 0.89
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 1.00
Class 22: ... 0.61
Class 23: ... 0.51
Class 24: ... 0.85
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.51
Class 32: ... 0.74
Class 33: ... 0.55
Class 34: ... 0.39
Class 35: ... 0.76
Class 36: ... 0.71
Class 37: ... 0.47
Class 38: ... 0.93
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.51
Class 47: ... 0.84
Class 48: ... 0.94
Class 49: ... 1.00
Class 50: ... 0.87
Class 51: ... 0.59
Class 52: ... 0.85
Class 53: ... 0.62
Class 54: ... 0.91
Class 55: ... 0.57
Class 56: ... 0.95
Class 57: ... 0.36
Class 58: ... 0.64
Class 59: ... 0.56
Class 60: ... 0.78
Class 61: ... 0.81
Class 62: ... 0.84
Class 63: ... 1.00
Class 64: ... 0.77
Class 65: ... 0.97
Class 66: ... 0.68
Class 67: ... 0.85
Class 68: ... 1.00
Class 69: ... 0.68
Class 70: ... 0.87
Class 71: ... 0.77
Class 72: ... 0.86
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.84
Class 77: ... 0.30
Class 78: ... 0.50
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.93
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.76
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.58

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model4_iter_10000
Probability extention: rgb_prob
Clip accuracy on testset split 1 of UCF101 is 0.802057
Expriment finished at 2016-11-01 23:07:20.006871 
Per class accuracy
Class 0: ... 0.55
Class 1: ... 0.72
Class 2: ... 0.76
Class 3: ... 0.94
Class 4: ... 0.88
Class 5: ... 0.96
Class 6: ... 0.86
Class 7: ... 0.67
Class 8: ... 1.00
Class 9: ... 0.99
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.48
Class 13: ... 0.72
Class 14: ... 0.52
Class 15: ... 1.00
Class 16: ... 0.78
Class 17: ... 0.93
Class 18: ... 0.88
Class 19: ... 0.30
Class 20: ... 0.88
Class 21: ... 0.89
Class 22: ... 0.58
Class 23: ... 0.62
Class 24: ... 0.85
Class 25: ... 1.00
Class 26: ... 0.91
Class 27: ... 1.00
Class 28: ... 0.87
Class 29: ... 0.93
Class 30: ... 0.95
Class 31: ... 0.61
Class 32: ... 0.83
Class 33: ... 0.45
Class 34: ... 0.38
Class 35: ... 0.69
Class 36: ... 0.71
Class 37: ... 0.33
Class 38: ... 0.92
Class 39: ... 0.52
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.99
Class 43: ... 1.00
Class 44: ... 0.66
Class 45: ... 0.91
Class 46: ... 0.63
Class 47: ... 0.76
Class 48: ... 0.95
Class 49: ... 0.93
Class 50: ... 0.67
Class 51: ... 0.50
Class 52: ... 0.72
Class 53: ... 0.62
Class 54: ... 0.81
Class 55: ... 0.60
Class 56: ... 0.96
Class 57: ... 0.48
Class 58: ... 0.68
Class 59: ... 0.49
Class 60: ... 0.79
Class 61: ... 0.74
Class 62: ... 0.90
Class 63: ... 0.96
Class 64: ... 0.81
Class 65: ... 0.95
Class 66: ... 0.73
Class 67: ... 0.62
Class 68: ... 0.98
Class 69: ... 0.69
Class 70: ... 0.90
Class 71: ... 0.76
Class 72: ... 0.85
Class 73: ... 0.96
Class 74: ... 0.92
Class 75: ... 0.97
Class 76: ... 0.82
Class 77: ... 0.34
Class 78: ... 0.55
Class 79: ... 0.96
Class 80: ... 0.79
Class 81: ... 0.99
Class 82: ... 0.98
Class 83: ... 0.89
Class 84: ... 1.00
Class 85: ... 0.96
Class 86: ... 0.99
Class 87: ... 0.99
Class 88: ... 0.83
Class 89: ... 0.97
Class 90: ... 0.86
Class 91: ... 0.87
Class 92: ... 0.71
Class 93: ... 0.99
Class 94: ... 0.91
Class 95: ... 0.97
Class 96: ... 1.00
Class 97: ... 0.87
Class 98: ... 0.58
Class 99: ... 1.00
Class 100: ... 0.51

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model4_iter_10000
Probability extention: rgb_prob
Video accuracy on testset split 1 of UCF101 is 0.828179
Expriment finished at 2016-11-01 23:07:22.808907 
Per class accuracy
Class 0: ... 0.52
Class 1: ... 0.75
Class 2: ... 0.78
Class 3: ... 1.00
Class 4: ... 0.94
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.79
Class 14: ... 0.53
Class 15: ... 1.00
Class 16: ... 0.84
Class 17: ... 0.97
Class 18: ... 0.89
Class 19: ... 0.31
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.56
Class 23: ... 0.61
Class 24: ... 0.85
Class 25: ... 1.00
Class 26: ... 0.96
Class 27: ... 1.00
Class 28: ... 0.90
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.87
Class 33: ... 0.55
Class 34: ... 0.39
Class 35: ... 0.71
Class 36: ... 0.75
Class 37: ... 0.32
Class 38: ... 0.98
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.65
Class 47: ... 0.79
Class 48: ... 0.97
Class 49: ... 0.91
Class 50: ... 0.69
Class 51: ... 0.54
Class 52: ... 0.76
Class 53: ... 0.69
Class 54: ... 0.88
Class 55: ... 0.77
Class 56: ... 0.97
Class 57: ... 0.52
Class 58: ... 0.66
Class 59: ... 0.56
Class 60: ... 0.82
Class 61: ... 0.81
Class 62: ... 0.91
Class 63: ... 0.96
Class 64: ... 0.89
Class 65: ... 0.97
Class 66: ... 0.82
Class 67: ... 0.70
Class 68: ... 1.00
Class 69: ... 0.68
Class 70: ... 0.90
Class 71: ... 0.77
Class 72: ... 0.89
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.81
Class 77: ... 0.37
Class 78: ... 0.59
Class 79: ... 0.97
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.90
Class 92: ... 0.74
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 1.00
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.58

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000
Probability extention: rgb_prob
Clip accuracy on testset split 1 of UCF101 is 0.801188
Expriment finished at 2016-11-01 23:30:51.900601 
Per class accuracy
Class 0: ... 0.59
Class 1: ... 0.73
Class 2: ... 0.76
Class 3: ... 0.91
Class 4: ... 0.96
Class 5: ... 0.97
Class 6: ... 0.86
Class 7: ... 0.64
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.48
Class 13: ... 0.76
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.77
Class 17: ... 0.92
Class 18: ... 0.89
Class 19: ... 0.35
Class 20: ... 0.85
Class 21: ... 0.90
Class 22: ... 0.62
Class 23: ... 0.52
Class 24: ... 0.88
Class 25: ... 1.00
Class 26: ... 0.85
Class 27: ... 1.00
Class 28: ... 0.98
Class 29: ... 0.94
Class 30: ... 0.95
Class 31: ... 0.60
Class 32: ... 0.76
Class 33: ... 0.51
Class 34: ... 0.33
Class 35: ... 0.74
Class 36: ... 0.71
Class 37: ... 0.42
Class 38: ... 0.91
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 0.99
Class 44: ... 0.70
Class 45: ... 0.92
Class 46: ... 0.59
Class 47: ... 0.72
Class 48: ... 0.94
Class 49: ... 0.95
Class 50: ... 0.76
Class 51: ... 0.53
Class 52: ... 0.79
Class 53: ... 0.63
Class 54: ... 0.86
Class 55: ... 0.46
Class 56: ... 0.94
Class 57: ... 0.38
Class 58: ... 0.65
Class 59: ... 0.49
Class 60: ... 0.79
Class 61: ... 0.81
Class 62: ... 0.84
Class 63: ... 0.95
Class 64: ... 0.69
Class 65: ... 0.97
Class 66: ... 0.68
Class 67: ... 0.72
Class 68: ... 0.94
Class 69: ... 0.66
Class 70: ... 0.88
Class 71: ... 0.70
Class 72: ... 0.80
Class 73: ... 0.95
Class 74: ... 0.89
Class 75: ... 0.98
Class 76: ... 0.80
Class 77: ... 0.37
Class 78: ... 0.44
Class 79: ... 0.95
Class 80: ... 0.76
Class 81: ... 0.99
Class 82: ... 0.98
Class 83: ... 0.83
Class 84: ... 1.00
Class 85: ... 0.96
Class 86: ... 0.99
Class 87: ... 0.99
Class 88: ... 0.86
Class 89: ... 0.95
Class 90: ... 0.86
Class 91: ... 0.95
Class 92: ... 0.75
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 0.99
Class 97: ... 0.86
Class 98: ... 0.60
Class 99: ... 0.99
Class 100: ... 0.59

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000
Probability extention: rgb_prob
Video accuracy on testset split 1 of UCF101 is 0.824214
Expriment finished at 2016-11-01 23:45:26.493514 
Per class accuracy
Class 0: ... 0.61
Class 1: ... 0.75
Class 2: ... 0.80
Class 3: ... 0.94
Class 4: ... 1.00
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.82
Class 14: ... 0.53
Class 15: ... 1.00
Class 16: ... 0.80
Class 17: ... 0.97
Class 18: ... 0.89
Class 19: ... 0.36
Class 20: ... 0.85
Class 21: ... 1.00
Class 22: ... 0.64
Class 23: ... 0.55
Class 24: ... 0.88
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.74
Class 33: ... 0.48
Class 34: ... 0.30
Class 35: ... 0.78
Class 36: ... 0.75
Class 37: ... 0.50
Class 38: ... 0.98
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.51
Class 47: ... 0.82
Class 48: ... 0.94
Class 49: ... 0.97
Class 50: ... 0.85
Class 51: ... 0.57
Class 52: ... 0.79
Class 53: ... 0.67
Class 54: ... 0.94
Class 55: ... 0.51
Class 56: ... 0.95
Class 57: ... 0.36
Class 58: ... 0.66
Class 59: ... 0.49
Class 60: ... 0.82
Class 61: ... 0.88
Class 62: ... 0.84
Class 63: ... 0.96
Class 64: ... 0.68
Class 65: ... 0.97
Class 66: ... 0.71
Class 67: ... 0.82
Class 68: ... 1.00
Class 69: ... 0.68
Class 70: ... 0.87
Class 71: ... 0.73
Class 72: ... 0.82
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 1.00
Class 76: ... 0.81
Class 77: ... 0.37
Class 78: ... 0.43
Class 79: ... 0.97
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 1.00
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.93
Class 89: ... 0.95
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.76
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.67

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000_rgb_prefix
Probability extention: rgb_prob
Clip accuracy on testset split 1 of UCF101 is 0.789190
Expriment finished at 2016-11-04 17:58:13.881525 
Per class accuracy
Class 0: ... 0.57
Class 1: ... 0.75
Class 2: ... 0.67
Class 3: ... 0.85
Class 4: ... 0.93
Class 5: ... 0.96
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.94
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.48
Class 13: ... 0.75
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.69
Class 17: ... 0.85
Class 18: ... 0.86
Class 19: ... 0.35
Class 20: ... 0.85
Class 21: ... 0.89
Class 22: ... 0.63
Class 23: ... 0.49
Class 24: ... 0.84
Class 25: ... 1.00
Class 26: ... 0.85
Class 27: ... 0.98
Class 28: ... 0.96
Class 29: ... 0.95
Class 30: ... 0.94
Class 31: ... 0.55
Class 32: ... 0.75
Class 33: ... 0.48
Class 34: ... 0.36
Class 35: ... 0.74
Class 36: ... 0.69
Class 37: ... 0.37
Class 38: ... 0.87
Class 39: ... 0.54
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 0.99
Class 44: ... 0.73
Class 45: ... 0.90
Class 46: ... 0.58
Class 47: ... 0.67
Class 48: ... 0.91
Class 49: ... 0.94
Class 50: ... 0.74
Class 51: ... 0.52
Class 52: ... 0.82
Class 53: ... 0.61
Class 54: ... 0.79
Class 55: ... 0.49
Class 56: ... 0.92
Class 57: ... 0.35
Class 58: ... 0.64
Class 59: ... 0.55
Class 60: ... 0.76
Class 61: ... 0.77
Class 62: ... 0.83
Class 63: ... 0.95
Class 64: ... 0.76
Class 65: ... 0.96
Class 66: ... 0.67
Class 67: ... 0.70
Class 68: ... 0.95
Class 69: ... 0.64
Class 70: ... 0.88
Class 71: ... 0.74
Class 72: ... 0.82
Class 73: ... 0.94
Class 74: ... 0.89
Class 75: ... 0.98
Class 76: ... 0.80
Class 77: ... 0.30
Class 78: ... 0.46
Class 79: ... 0.95
Class 80: ... 0.73
Class 81: ... 0.98
Class 82: ... 0.97
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.93
Class 86: ... 0.99
Class 87: ... 0.99
Class 88: ... 0.85
Class 89: ... 0.97
Class 90: ... 0.85
Class 91: ... 0.95
Class 92: ... 0.76
Class 93: ... 0.99
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.84
Class 98: ... 0.57
Class 99: ... 0.98
Class 100: ... 0.53

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_nd_conv_bs150_model1_iter_10000_rgb_prefix
Probability extention: rgb_prob
Video accuracy on testset split 1 of UCF101 is 0.820513
Expriment finished at 2016-11-04 17:58:20.574436 
Per class accuracy
Class 0: ... 0.55
Class 1: ... 0.78
Class 2: ... 0.73
Class 3: ... 0.91
Class 4: ... 1.00
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.96
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.55
Class 13: ... 0.73
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.76
Class 17: ... 0.92
Class 18: ... 0.89
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 1.00
Class 22: ... 0.61
Class 23: ... 0.51
Class 24: ... 0.85
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.51
Class 32: ... 0.74
Class 33: ... 0.55
Class 34: ... 0.39
Class 35: ... 0.76
Class 36: ... 0.71
Class 37: ... 0.47
Class 38: ... 0.93
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.51
Class 47: ... 0.84
Class 48: ... 0.94
Class 49: ... 1.00
Class 50: ... 0.87
Class 51: ... 0.59
Class 52: ... 0.85
Class 53: ... 0.62
Class 54: ... 0.91
Class 55: ... 0.57
Class 56: ... 0.95
Class 57: ... 0.36
Class 58: ... 0.64
Class 59: ... 0.56
Class 60: ... 0.78
Class 61: ... 0.81
Class 62: ... 0.84
Class 63: ... 1.00
Class 64: ... 0.77
Class 65: ... 0.97
Class 66: ... 0.68
Class 67: ... 0.85
Class 68: ... 1.00
Class 69: ... 0.68
Class 70: ... 0.87
Class 71: ... 0.77
Class 72: ... 0.86
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.84
Class 77: ... 0.30
Class 78: ... 0.50
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.93
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.76
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.58

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features/c3d_rgb_nd_conv_bs150_model2_iter_10000_rgb_prefix
Probability extention: rgb_prob
Clip accuracy on testset split 1 of UCF101 is 0.784118
Expriment finished at 2016-11-04 18:34:23.495202 
Per class accuracy
Class 0: ... 0.61
Class 1: ... 0.84
Class 2: ... 0.66
Class 3: ... 0.69
Class 4: ... 0.84
Class 5: ... 0.97
Class 6: ... 0.86
Class 7: ... 0.59
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.33
Class 13: ... 0.84
Class 14: ... 0.52
Class 15: ... 1.00
Class 16: ... 0.71
Class 17: ... 0.99
Class 18: ... 0.91
Class 19: ... 0.38
Class 20: ... 0.84
Class 21: ... 0.86
Class 22: ... 0.61
Class 23: ... 0.52
Class 24: ... 0.90
Class 25: ... 0.99
Class 26: ... 0.85
Class 27: ... 0.98
Class 28: ... 0.98
Class 29: ... 0.94
Class 30: ... 0.94
Class 31: ... 0.42
Class 32: ... 0.82
Class 33: ... 0.58
Class 34: ... 0.34
Class 35: ... 0.72
Class 36: ... 0.54
Class 37: ... 0.32
Class 38: ... 0.86
Class 39: ... 0.56
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.97
Class 43: ... 0.99
Class 44: ... 0.65
Class 45: ... 0.89
Class 46: ... 0.59
Class 47: ... 0.40
Class 48: ... 0.91
Class 49: ... 0.83
Class 50: ... 0.75
Class 51: ... 0.49
Class 52: ... 0.81
Class 53: ... 0.64
Class 54: ... 0.76
Class 55: ... 0.32
Class 56: ... 0.97
Class 57: ... 0.39
Class 58: ... 0.65
Class 59: ... 0.65
Class 60: ... 0.80
Class 61: ... 0.83
Class 62: ... 0.87
Class 63: ... 0.88
Class 64: ... 0.82
Class 65: ... 0.96
Class 66: ... 0.70
Class 67: ... 0.84
Class 68: ... 0.94
Class 69: ... 0.51
Class 70: ... 0.88
Class 71: ... 0.77
Class 72: ... 0.83
Class 73: ... 0.91
Class 74: ... 0.86
Class 75: ... 0.98
Class 76: ... 0.71
Class 77: ... 0.42
Class 78: ... 0.38
Class 79: ... 0.94
Class 80: ... 0.76
Class 81: ... 0.99
Class 82: ... 0.96
Class 83: ... 0.78
Class 84: ... 1.00
Class 85: ... 0.92
Class 86: ... 0.97
Class 87: ... 0.96
Class 88: ... 0.79
Class 89: ... 0.92
Class 90: ... 0.78
Class 91: ... 1.00
Class 92: ... 0.83
Class 93: ... 0.99
Class 94: ... 0.81
Class 95: ... 0.96
Class 96: ... 0.99
Class 97: ... 0.86
Class 98: ... 0.57
Class 99: ... 1.00
Class 100: ... 0.46

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features/c3d_rgb_nd_conv_bs150_model2_iter_10000_rgb_prefix
Probability extention: rgb_prob
Video accuracy on testset split 1 of UCF101 is 0.813640
Expriment finished at 2016-11-04 18:41:31.685898 
Per class accuracy
Class 0: ... 0.64
Class 1: ... 0.84
Class 2: ... 0.78
Class 3: ... 0.77
Class 4: ... 0.90
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.34
Class 13: ... 0.85
Class 14: ... 0.57
Class 15: ... 1.00
Class 16: ... 0.71
Class 17: ... 1.00
Class 18: ... 0.96
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 0.95
Class 22: ... 0.72
Class 23: ... 0.51
Class 24: ... 0.94
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 0.97
Class 30: ... 0.97
Class 31: ... 0.43
Class 32: ... 0.87
Class 33: ... 0.58
Class 34: ... 0.36
Class 35: ... 0.73
Class 36: ... 0.54
Class 37: ... 0.44
Class 38: ... 0.95
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.71
Class 45: ... 0.90
Class 46: ... 0.65
Class 47: ... 0.37
Class 48: ... 0.94
Class 49: ... 0.82
Class 50: ... 0.77
Class 51: ... 0.51
Class 52: ... 0.85
Class 53: ... 0.64
Class 54: ... 0.82
Class 55: ... 0.40
Class 56: ... 0.97
Class 57: ... 0.42
Class 58: ... 0.66
Class 59: ... 0.71
Class 60: ... 0.84
Class 61: ... 0.94
Class 62: ... 0.91
Class 63: ... 0.89
Class 64: ... 0.82
Class 65: ... 0.97
Class 66: ... 0.75
Class 67: ... 0.95
Class 68: ... 0.97
Class 69: ... 0.54
Class 70: ... 0.87
Class 71: ... 0.80
Class 72: ... 0.82
Class 73: ... 0.95
Class 74: ... 0.91
Class 75: ... 1.00
Class 76: ... 0.72
Class 77: ... 0.49
Class 78: ... 0.41
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.82
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 0.92
Class 90: ... 0.79
Class 91: ... 1.00
Class 92: ... 0.82
Class 93: ... 1.00
Class 94: ... 0.81
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
