
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_1_fc_split1_bs128_wi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.767988
Expriment finished at 2017-04-03 16:18:14.692116 
Per class accuracy
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.95
Class 89: ... 0.90
Class 90: ... 1.00
Class 91: ... 0.80
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.95
Class 95: ... 0.93
Class 96: ... 0.94
Class 97: ... 0.94
Class 98: ... 0.69
Class 99: ... 0.87
Class 100: ... 0.72

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len100_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.811811
Expriment finished at 2017-04-21 15:44:57.830592 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.86
Class 2: ... 0.77
Class 3: ... 0.91
Class 4: ... 0.88
Class 5: ... 0.97
Class 6: ... 0.92
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.82
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.65
Class 13: ... 0.61
Class 14: ... 0.80
Class 15: ... 0.98
Class 16: ... 0.73
Class 17: ... 0.97
Class 18: ... 0.88
Class 19: ... 0.42
Class 20: ... 0.87
Class 21: ... 0.97
Class 22: ... 0.53
Class 23: ... 0.20
Class 24: ... 0.82
Class 25: ... 0.97
Class 26: ... 0.90
Class 27: ... 0.98
Class 28: ... 0.66
Class 29: ... 0.95
Class 30: ... 1.00
Class 31: ... 0.63
Class 32: ... 0.73
Class 33: ... 0.82
Class 34: ... 0.45
Class 35: ... 0.67
Class 36: ... 0.60
Class 37: ... 0.30
Class 38: ... 0.80
Class 39: ... 0.55
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.68
Class 43: ... 0.98
Class 44: ... 0.92
Class 45: ... 0.93
Class 46: ... 0.41
Class 47: ... 0.60
Class 48: ... 0.86
Class 49: ... 0.82
Class 50: ... 0.84
Class 51: ... 0.57
Class 52: ... 0.50
Class 53: ... 0.77
Class 54: ... 0.74
Class 55: ... 0.45
Class 56: ... 0.96
Class 57: ... 0.57
Class 58: ... 0.69
Class 59: ... 0.63
Class 60: ... 0.80
Class 61: ... 0.72
Class 62: ... 0.74
Class 63: ... 0.92
Class 64: ... 0.73
Class 65: ... 0.89
Class 66: ... 0.85
Class 67: ... 0.80
Class 68: ... 0.80
Class 69: ... 0.68
Class 70: ... 0.95
Class 71: ... 0.51
Class 72: ... 0.87
Class 73: ... 0.97
Class 74: ... 0.88
Class 75: ... 0.93
Class 76: ... 0.96
Class 77: ... 0.32
Class 78: ... 0.62
Class 79: ... 0.91
Class 80: ... 0.79
Class 81: ... 0.96
Class 82: ... 0.96
Class 83: ... 0.88
Class 84: ... 1.00
Class 85: ... 0.87
Class 86: ... 0.97
Class 87: ... 0.99
Class 88: ... 0.94
Class 89: ... 0.89
Class 90: ... 0.98
Class 91: ... 0.87
Class 92: ... 0.72
Class 93: ... 0.99
Class 94: ... 0.95
Class 95: ... 0.96
Class 96: ... 0.99
Class 97: ... 0.92
Class 98: ... 0.67
Class 99: ... 0.84
Class 100: ... 0.66

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len100_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.799101
Expriment finished at 2017-04-21 15:45:00.184379 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.84
Class 2: ... 0.78
Class 3: ... 0.94
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.71
Class 8: ... 1.00
Class 9: ... 0.90
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.79
Class 14: ... 0.60
Class 15: ... 0.91
Class 16: ... 0.76
Class 17: ... 0.97
Class 18: ... 0.93
Class 19: ... 0.47
Class 20: ... 0.85
Class 21: ... 0.95
Class 22: ... 0.42
Class 23: ... 0.43
Class 24: ... 0.85
Class 25: ... 0.98
Class 26: ... 0.89
Class 27: ... 0.97
Class 28: ... 0.75
Class 29: ... 0.94
Class 30: ... 1.00
Class 31: ... 0.68
Class 32: ... 0.74
Class 33: ... 0.58
Class 34: ... 0.27
Class 35: ... 0.78
Class 36: ... 0.71
Class 37: ... 0.26
Class 38: ... 0.85
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.62
Class 43: ... 0.98
Class 44: ... 0.87
Class 45: ... 0.93
Class 46: ... 0.41
Class 47: ... 0.66
Class 48: ... 0.89
Class 49: ... 0.79
Class 50: ... 0.74
Class 51: ... 0.57
Class 52: ... 0.58
Class 53: ... 0.78
Class 54: ... 0.79
Class 55: ... 0.57
Class 56: ... 0.95
Class 57: ... 0.39
Class 58: ... 0.68
Class 59: ... 0.66
Class 60: ... 0.82
Class 61: ... 0.73
Class 62: ... 0.77
Class 63: ... 0.93
Class 64: ... 0.73
Class 65: ... 0.87
Class 66: ... 0.86
Class 67: ... 0.78
Class 68: ... 0.80
Class 69: ... 0.75
Class 70: ... 0.87
Class 71: ... 0.53
Class 72: ... 0.86
Class 73: ... 0.98
Class 74: ... 0.88
Class 75: ... 0.94
Class 76: ... 0.98
Class 77: ... 0.30
Class 78: ... 0.41
Class 79: ... 0.91
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.95
Class 89: ... 0.90
Class 90: ... 1.00
Class 91: ... 0.80
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.95
Class 95: ... 0.93
Class 96: ... 0.94
Class 97: ... 0.94
Class 98: ... 0.69
Class 99: ... 0.87
Class 100: ... 0.72

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len32_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.760907
Expriment finished at 2017-06-21 13:20:45.645650 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.86
Class 2: ... 0.66
Class 3: ... 0.83
Class 4: ... 0.83
Class 5: ... 0.93
Class 6: ... 0.84
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.91
Class 10: ... 0.92
Class 11: ... 1.00
Class 12: ... 0.52
Class 13: ... 0.78
Class 14: ... 0.50
Class 15: ... 0.93
Class 16: ... 0.57
Class 17: ... 0.91
Class 18: ... 0.87
Class 19: ... 0.44
Class 20: ... 0.82
Class 21: ... 0.86
Class 22: ... 0.52
Class 23: ... 0.15
Class 24: ... 0.79
Class 25: ... 0.96
Class 26: ... 0.86
Class 27: ... 0.98
Class 28: ... 0.94
Class 29: ... 0.90
Class 30: ... 0.98
Class 31: ... 0.61
Class 32: ... 0.72
Class 33: ... 0.47
Class 34: ... 0.23
Class 35: ... 0.68
Class 36: ... 0.68
Class 37: ... 0.23
Class 38: ... 0.79
Class 39: ... 0.47
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.96
Class 43: ... 0.98
Class 44: ... 0.76
Class 45: ... 0.88
Class 46: ... 0.69
Class 47: ... 0.45
Class 48: ... 0.87
Class 49: ... 0.77
Class 50: ... 0.67
Class 51: ... 0.57
Class 52: ... 0.65
Class 53: ... 0.65
Class 54: ... 0.77
Class 55: ... 0.36
Class 56: ... 0.94
Class 57: ... 0.52
Class 58: ... 0.67
Class 59: ... 0.65
Class 60: ... 0.76
Class 61: ... 0.69
Class 62: ... 0.72
Class 63: ... 0.89
Class 64: ... 0.71
Class 65: ... 0.83
Class 66: ... 0.74
Class 67: ... 0.70
Class 68: ... 0.77
Class 69: ... 0.59
Class 70: ... 0.89
Class 71: ... 0.72
Class 72: ... 0.87
Class 73: ... 0.90
Class 74: ... 0.78
Class 75: ... 0.87
Class 76: ... 0.80
Class 77: ... 0.34
Class 78: ... 0.31
Class 79: ... 0.92
Class 80: ... 0.76
Class 81: ... 0.97
Class 82: ... 0.98
Class 83: ... 0.81
Class 84: ... 1.00
Class 85: ... 0.86
Class 86: ... 0.96
Class 87: ... 0.94
Class 88: ... 0.72
Class 89: ... 0.89
Class 90: ... 0.89
Class 91: ... 0.97
Class 92: ... 0.79
Class 93: ... 0.98
Class 94: ... 0.91
Class 95: ... 0.95
Class 96: ... 0.97
Class 97: ... 0.86
Class 98: ... 0.45
Class 99: ... 0.96
Class 100: ... 0.55

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len32_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.790907
Expriment finished at 2017-06-21 13:20:50.283119 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.91
Class 2: ... 0.76
Class 3: ... 0.89
Class 4: ... 0.90
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.94
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.61
Class 13: ... 0.79
Class 14: ... 0.53
Class 15: ... 0.95
Class 16: ... 0.65
Class 17: ... 0.95
Class 18: ... 0.89
Class 19: ... 0.44
Class 20: ... 0.85
Class 21: ... 0.95
Class 22: ... 0.50
Class 23: ... 0.12
Class 24: ... 0.82
Class 25: ... 0.96
Class 26: ... 0.91
Class 27: ... 0.97
Class 28: ... 0.97
Class 29: ... 0.97
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.79
Class 33: ... 0.52
Class 34: ... 0.21
Class 35: ... 0.67
Class 36: ... 0.68
Class 37: ... 0.32
Class 38: ... 0.85
Class 39: ... 0.54
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.97
Class 43: ... 0.98
Class 44: ... 0.87
Class 45: ... 0.90
Class 46: ... 0.76
Class 47: ... 0.55
Class 48: ... 0.94
Class 49: ... 0.76
Class 50: ... 0.67
Class 51: ... 0.59
Class 52: ... 0.64
Class 53: ... 0.67
Class 54: ... 0.82
Class 55: ... 0.51
Class 56: ... 0.97
Class 57: ... 0.58
Class 58: ... 0.70
Class 59: ... 0.66
Class 60: ... 0.73
Class 61: ... 0.71
Class 62: ... 0.72
Class 63: ... 0.93
Class 64: ... 0.73
Class 65: ... 0.84
Class 66: ... 0.75
Class 67: ... 0.82
Class 68: ... 0.80
Class 69: ... 0.64
Class 70: ... 0.87
Class 71: ... 0.73
Class 72: ... 0.89
Class 73: ... 0.95
Class 74: ... 0.82
Class 75: ... 0.89
Class 76: ... 0.84
Class 77: ... 0.42
Class 78: ... 0.35
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 0.97
Class 87: ... 0.97
Class 88: ... 0.79
Class 89: ... 0.90
Class 90: ... 0.89
Class 91: ... 1.00
Class 92: ... 0.82
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 1.00
Class 97: ... 0.89
Class 98: ... 0.40
Class 99: ... 0.96
Class 100: ... 0.67

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz112_len32_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.831883
Expriment finished at 2017-06-21 13:41:20.324251 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.76
Class 2: ... 0.70
Class 3: ... 0.89
Class 4: ... 0.88
Class 5: ... 0.96
Class 6: ... 0.86
Class 7: ... 0.65
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.41
Class 13: ... 0.92
Class 14: ... 0.59
Class 15: ... 0.97
Class 16: ... 0.70
Class 17: ... 0.98
Class 18: ... 0.86
Class 19: ... 0.52
Class 20: ... 0.91
Class 21: ... 0.97
Class 22: ... 0.68
Class 23: ... 0.52
Class 24: ... 0.92
Class 25: ... 1.00
Class 26: ... 0.84
Class 27: ... 1.00
Class 28: ... 0.99
Class 29: ... 0.97
Class 30: ... 0.95
Class 31: ... 0.61
Class 32: ... 0.76
Class 33: ... 0.63
Class 34: ... 0.35
Class 35: ... 0.69
Class 36: ... 0.64
Class 37: ... 0.45
Class 38: ... 0.87
Class 39: ... 0.60
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.99
Class 43: ... 1.00
Class 44: ... 0.81
Class 45: ... 0.93
Class 46: ... 0.84
Class 47: ... 0.69
Class 48: ... 0.92
Class 49: ... 0.89
Class 50: ... 0.76
Class 51: ... 0.56
Class 52: ... 0.87
Class 53: ... 0.80
Class 54: ... 0.81
Class 55: ... 0.65
Class 56: ... 0.99
Class 57: ... 0.56
Class 58: ... 0.71
Class 59: ... 0.87
Class 60: ... 0.94
Class 61: ... 0.89
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 0.95
Class 66: ... 0.83
Class 67: ... 0.75
Class 68: ... 0.96
Class 69: ... 0.59
Class 70: ... 0.89
Class 71: ... 0.77
Class 72: ... 0.83
Class 73: ... 0.92
Class 74: ... 0.90
Class 75: ... 0.92
Class 76: ... 0.86
Class 77: ... 0.37
Class 78: ... 0.56
Class 79: ... 0.98
Class 80: ... 0.77
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.96
Class 84: ... 1.00
Class 85: ... 0.90
Class 86: ... 0.99
Class 87: ... 0.98
Class 88: ... 0.83
Class 89: ... 1.00
Class 90: ... 0.85
Class 91: ... 0.98
Class 92: ... 0.91
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.94
Class 96: ... 1.00
Class 97: ... 0.87
Class 98: ... 0.63
Class 99: ... 0.98
Class 100: ... 0.62

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz112_len32_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.859900
Expriment finished at 2017-06-21 13:41:23.500627 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.75
Class 2: ... 0.73
Class 3: ... 0.91
Class 4: ... 0.94
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.69
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.45
Class 13: ... 0.94
Class 14: ... 0.63
Class 15: ... 0.98
Class 16: ... 0.69
Class 17: ... 1.00
Class 18: ... 0.93
Class 19: ... 0.53
Class 20: ... 0.91
Class 21: ... 0.97
Class 22: ... 0.69
Class 23: ... 0.57
Class 24: ... 0.94
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 1.00
Class 30: ... 0.95
Class 31: ... 0.65
Class 32: ... 0.74
Class 33: ... 0.67
Class 34: ... 0.30
Class 35: ... 0.76
Class 36: ... 0.64
Class 37: ... 0.44
Class 38: ... 0.93
Class 39: ... 0.76
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.90
Class 45: ... 0.97
Class 46: ... 0.89
Class 47: ... 0.82
Class 48: ... 0.94
Class 49: ... 0.88
Class 50: ... 0.87
Class 51: ... 0.59
Class 52: ... 0.88
Class 53: ... 0.80
Class 54: ... 0.85
Class 55: ... 0.74
Class 56: ... 1.00
Class 57: ... 0.67
Class 58: ... 0.80
Class 59: ... 0.88
Class 60: ... 0.96
Class 61: ... 0.92
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 0.97
Class 66: ... 0.89
Class 67: ... 1.00
Class 68: ... 0.97
Class 69: ... 0.61
Class 70: ... 0.87
Class 71: ... 0.80
Class 72: ... 0.86
Class 73: ... 0.95
Class 74: ... 0.91
Class 75: ... 0.94
Class 76: ... 0.91
Class 77: ... 0.42
Class 78: ... 0.63
Class 79: ... 1.00
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 1.00
Class 83: ... 0.97
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.93
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.94
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.69

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len48_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.776522
Expriment finished at 2017-06-21 13:52:40.528905 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.91
Class 2: ... 0.62
Class 3: ... 0.86
Class 4: ... 0.85
Class 5: ... 0.97
Class 6: ... 0.85
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 0.91
Class 11: ... 1.00
Class 12: ... 0.51
Class 13: ... 0.86
Class 14: ... 0.57
Class 15: ... 0.92
Class 16: ... 0.62
Class 17: ... 0.97
Class 18: ... 0.92
Class 19: ... 0.45
Class 20: ... 0.85
Class 21: ... 0.96
Class 22: ... 0.62
Class 23: ... 0.09
Class 24: ... 0.84
Class 25: ... 0.98
Class 26: ... 0.88
Class 27: ... 0.99
Class 28: ... 0.94
Class 29: ... 0.88
Class 30: ... 0.96
Class 31: ... 0.61
Class 32: ... 0.75
Class 33: ... 0.47
Class 34: ... 0.33
Class 35: ... 0.67
Class 36: ... 0.66
Class 37: ... 0.28
Class 38: ... 0.82
Class 39: ... 0.54
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.79
Class 45: ... 0.90
Class 46: ... 0.69
Class 47: ... 0.55
Class 48: ... 0.88
Class 49: ... 0.76
Class 50: ... 0.71
Class 51: ... 0.49
Class 52: ... 0.63
Class 53: ... 0.65
Class 54: ... 0.67
Class 55: ... 0.39
Class 56: ... 0.96
Class 57: ... 0.49
Class 58: ... 0.62
Class 59: ... 0.69
Class 60: ... 0.93
Class 61: ... 0.74
Class 62: ... 0.73
Class 63: ... 0.86
Class 64: ... 0.74
Class 65: ... 0.84
Class 66: ... 0.78
Class 67: ... 0.73
Class 68: ... 0.79
Class 69: ... 0.59
Class 70: ... 0.94
Class 71: ... 0.74
Class 72: ... 0.89
Class 73: ... 0.92
Class 74: ... 0.81
Class 75: ... 0.93
Class 76: ... 0.81
Class 77: ... 0.28
Class 78: ... 0.35
Class 79: ... 0.94
Class 80: ... 0.75
Class 81: ... 0.97
Class 82: ... 0.97
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.89
Class 86: ... 0.97
Class 87: ... 0.98
Class 88: ... 0.77
Class 89: ... 0.96
Class 90: ... 0.93
Class 91: ... 0.97
Class 92: ... 0.82
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.94
Class 97: ... 0.87
Class 98: ... 0.39
Class 99: ... 0.93
Class 100: ... 0.51

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len48_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.795929
Expriment finished at 2017-06-21 13:52:43.669174 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.91
Class 2: ... 0.73
Class 3: ... 0.91
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.94
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.53
Class 13: ... 0.88
Class 14: ... 0.57
Class 15: ... 0.91
Class 16: ... 0.61
Class 17: ... 0.97
Class 18: ... 0.96
Class 19: ... 0.44
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.67
Class 23: ... 0.14
Class 24: ... 0.91
Class 25: ... 0.98
Class 26: ... 0.91
Class 27: ... 0.97
Class 28: ... 0.95
Class 29: ... 0.94
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.74
Class 33: ... 0.48
Class 34: ... 0.33
Class 35: ... 0.69
Class 36: ... 0.64
Class 37: ... 0.32
Class 38: ... 0.85
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.84
Class 45: ... 0.90
Class 46: ... 0.65
Class 47: ... 0.66
Class 48: ... 0.92
Class 49: ... 0.74
Class 50: ... 0.69
Class 51: ... 0.54
Class 52: ... 0.64
Class 53: ... 0.71
Class 54: ... 0.74
Class 55: ... 0.46
Class 56: ... 0.97
Class 57: ... 0.52
Class 58: ... 0.59
Class 59: ... 0.71
Class 60: ... 0.96
Class 61: ... 0.73
Class 62: ... 0.74
Class 63: ... 0.89
Class 64: ... 0.73
Class 65: ... 0.87
Class 66: ... 0.82
Class 67: ... 0.85
Class 68: ... 0.80
Class 69: ... 0.57
Class 70: ... 0.87
Class 71: ... 0.73
Class 72: ... 0.89
Class 73: ... 0.98
Class 74: ... 0.85
Class 75: ... 0.92
Class 76: ... 0.81
Class 77: ... 0.28
Class 78: ... 0.35
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.79
Class 89: ... 0.97
Class 90: ... 0.93
Class 91: ... 0.98
Class 92: ... 0.84
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.94
Class 97: ... 0.89
Class 98: ... 0.40
Class 99: ... 0.93
Class 100: ... 0.61

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz112_len48_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.844798
Expriment finished at 2017-07-04 01:12:22.973909 
Per class accuracy
Class 0: ... 0.82
Class 1: ... 0.85
Class 2: ... 0.72
Class 3: ... 0.88
Class 4: ... 0.91
Class 5: ... 0.95
Class 6: ... 0.84
Class 7: ... 0.65
Class 8: ... 1.00
Class 9: ... 0.90
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.53
Class 13: ... 0.84
Class 14: ... 0.66
Class 15: ... 0.96
Class 16: ... 0.72
Class 17: ... 1.00
Class 18: ... 0.86
Class 19: ... 0.40
Class 20: ... 0.99
Class 21: ... 0.99
Class 22: ... 0.77
Class 23: ... 0.56
Class 24: ... 0.90
Class 25: ... 1.00
Class 26: ... 0.88
Class 27: ... 1.00
Class 28: ... 0.88
Class 29: ... 0.99
Class 30: ... 0.96
Class 31: ... 0.59
Class 32: ... 0.73
Class 33: ... 0.70
Class 34: ... 0.36
Class 35: ... 0.69
Class 36: ... 0.77
Class 37: ... 0.45
Class 38: ... 0.86
Class 39: ... 0.64
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.74
Class 45: ... 0.97
Class 46: ... 0.73
Class 47: ... 0.73
Class 48: ... 0.92
Class 49: ... 0.91
Class 50: ... 0.84
Class 51: ... 0.58
Class 52: ... 0.91
Class 53: ... 0.86
Class 54: ... 0.82
Class 55: ... 0.60
Class 56: ... 0.97
Class 57: ... 0.63
Class 58: ... 0.78
Class 59: ... 0.82
Class 60: ... 0.81
Class 61: ... 0.90
Class 62: ... 0.80
Class 63: ... 0.98
Class 64: ... 0.82
Class 65: ... 0.96
Class 66: ... 0.87
Class 67: ... 0.81
Class 68: ... 0.95
Class 69: ... 0.63
Class 70: ... 0.94
Class 71: ... 0.82
Class 72: ... 0.88
Class 73: ... 0.96
Class 74: ... 0.93
Class 75: ... 0.97
Class 76: ... 0.91
Class 77: ... 0.54
Class 78: ... 0.61
Class 79: ... 0.98
Class 80: ... 0.79
Class 81: ... 1.00
Class 82: ... 0.99
Class 83: ... 0.95
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 0.99
Class 87: ... 1.00
Class 88: ... 0.84
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.99
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.97
Class 96: ... 1.00
Class 97: ... 0.86
Class 98: ... 0.60
Class 99: ... 0.97
Class 100: ... 0.75

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz112_len48_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.864129
Expriment finished at 2017-07-04 01:12:25.949869 
Per class accuracy
Class 0: ... 0.80
Class 1: ... 0.84
Class 2: ... 0.83
Class 3: ... 0.94
Class 4: ... 0.94
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.55
Class 13: ... 0.88
Class 14: ... 0.70
Class 15: ... 0.95
Class 16: ... 0.71
Class 17: ... 1.00
Class 18: ... 0.86
Class 19: ... 0.39
Class 20: ... 1.00
Class 21: ... 1.00
Class 22: ... 0.86
Class 23: ... 0.57
Class 24: ... 0.91
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 0.90
Class 29: ... 1.00
Class 30: ... 0.95
Class 31: ... 0.62
Class 32: ... 0.74
Class 33: ... 0.82
Class 34: ... 0.36
Class 35: ... 0.71
Class 36: ... 0.75
Class 37: ... 0.44
Class 38: ... 0.90
Class 39: ... 0.65
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 1.00
Class 46: ... 0.70
Class 47: ... 0.84
Class 48: ... 0.94
Class 49: ... 0.94
Class 50: ... 0.90
Class 51: ... 0.62
Class 52: ... 0.91
Class 53: ... 0.89
Class 54: ... 0.91
Class 55: ... 0.60
Class 56: ... 1.00
Class 57: ... 0.64
Class 58: ... 0.82
Class 59: ... 0.83
Class 60: ... 0.82
Class 61: ... 0.94
Class 62: ... 0.84
Class 63: ... 1.00
Class 64: ... 0.80
Class 65: ... 0.97
Class 66: ... 0.89
Class 67: ... 1.00
Class 68: ... 1.00
Class 69: ... 0.61
