
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_model2_iter_20000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.680677
Expriment finished at 2016-10-31 15:52:09.923041 
Per class accuracy
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.719743
Expriment finished at 2017-01-19 14:05:08.860940 
Per class accuracy
Class 0: ... 0.85
Class 1: ... 0.83
Class 2: ... 0.60
Class 3: ... 0.74
Class 4: ... 0.74
Class 5: ... 0.91
Class 6: ... 0.61
Class 7: ... 0.70
Class 8: ... 0.98
Class 9: ... 0.95
Class 10: ... 0.77
Class 11: ... 0.93
Class 12: ... 0.51
Class 13: ... 0.63
Class 14: ... 0.70
Class 15: ... 0.84
Class 16: ... 0.69
Class 17: ... 0.94
Class 18: ... 0.48
Class 19: ... 0.30
Class 20: ... 0.88
Class 21: ... 0.77
Class 22: ... 0.55
Class 23: ... 0.42
Class 24: ... 0.47
Class 25: ... 0.96
Class 26: ... 0.86
Class 27: ... 0.81
Class 28: ... 0.43
Class 29: ... 0.66
Class 30: ... 0.70
Class 31: ... 0.69
Class 32: ... 0.78
Class 33: ... 0.44
Class 34: ... 0.26
Class 35: ... 0.73
Class 36: ... 0.74
Class 37: ... 0.50
Class 38: ... 0.76
Class 39: ... 0.60
Class 40: ... 0.92
Class 41: ... 0.98
Class 42: ... 0.90
Class 43: ... 0.94
Class 44: ... 0.71
Class 45: ... 0.94
Class 46: ... 0.89
Class 47: ... 0.75
Class 48: ... 0.69
Class 49: ... 0.84
Class 50: ... 0.48
Class 51: ... 0.54
Class 52: ... 0.90
Class 53: ... 0.46
Class 54: ... 0.38
Class 55: ... 0.52
Class 56: ... 0.80
Class 57: ... 0.38
Class 58: ... 0.84
Class 59: ... 0.67
Class 60: ... 0.73
Class 61: ... 0.69
Class 62: ... 0.78
Class 63: ... 0.82
Class 64: ... 0.74
Class 65: ... 0.96
Class 66: ... 0.73
Class 67: ... 0.61
Class 68: ... 0.96
Class 69: ... 0.59
Class 70: ... 0.86
Class 71: ... 0.70
Class 72: ... 0.82
Class 73: ... 0.57
Class 74: ... 0.67
Class 75: ... 0.83
Class 76: ... 0.88
Class 77: ... 0.45
Class 78: ... 0.40
Class 79: ... 0.76
Class 80: ... 0.44
Class 81: ... 0.74
Class 82: ... 0.84
Class 83: ... 0.89
Class 84: ... 0.89
Class 85: ... 0.79
Class 86: ... 0.86
Class 87: ... 0.90
Class 88: ... 0.77
Class 89: ... 0.68
Class 90: ... 0.52
Class 91: ... 0.56
Class 92: ... 0.82
Class 93: ... 0.78
Class 94: ... 0.70
Class 95: ... 0.79
Class 96: ... 0.93
Class 97: ... 0.72
Class 98: ... 0.66
Class 99: ... 0.87
Class 100: ... 0.59

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.846154
Expriment finished at 2017-01-19 14:15:30.382278 
Per class accuracy
Class 0: ... 0.91
Class 1: ... 1.00
Class 2: ... 0.88
Class 3: ... 0.83
Class 4: ... 1.00
Class 5: ... 0.95
Class 6: ... 0.72
Class 7: ... 0.97
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.76
Class 14: ... 0.80
Class 15: ... 0.95
Class 16: ... 0.73
Class 17: ... 0.95
Class 18: ... 0.61
Class 19: ... 0.53
Class 20: ... 1.00
Class 21: ... 0.95
Class 22: ... 0.75
Class 23: ... 0.51
Class 24: ... 0.48
Class 25: ... 1.00
Class 26: ... 1.00
Class 27: ... 0.91
Class 28: ... 0.57
Class 29: ... 0.94
Class 30: ... 0.86
Class 31: ... 0.84
Class 32: ... 1.00
Class 33: ... 0.64
Class 34: ... 0.30
Class 35: ... 0.84
Class 36: ... 0.89
Class 37: ... 0.62
Class 38: ... 0.93
Class 39: ... 0.78
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.94
Class 43: ... 0.98
Class 44: ... 0.90
Class 45: ... 1.00
Class 46: ... 0.92
Class 47: ... 0.92
Class 48: ... 0.81
Class 49: ... 0.94
Class 50: ... 0.59
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.51
Class 54: ... 0.59
Class 55: ... 0.80
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.98
Class 59: ... 0.80
Class 60: ... 0.90
Class 61: ... 0.92
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 1.00
Class 66: ... 0.89
Class 67: ... 0.95
Class 68: ... 1.00
Class 69: ... 0.89
Class 70: ... 0.90
Class 71: ... 0.87
Class 72: ... 0.89
Class 73: ... 0.80
Class 74: ... 0.88
Class 75: ... 0.92
Class 76: ... 1.00
Class 77: ... 0.58
Class 78: ... 0.46
Class 79: ... 0.91
Class 80: ... 0.47
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 0.95
Class 85: ... 1.00
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 0.87
Class 90: ... 0.68
Class 91: ... 0.86
Class 92: ... 0.95
Class 93: ... 0.81
Class 94: ... 0.77
Class 95: ... 0.93
Class 96: ... 0.97
Class 97: ... 0.83
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.83

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs120_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.691466
Expriment finished at 2017-01-23 13:16:57.812923 
Per class accuracy
Class 0: ... 0.82
Class 1: ... 0.78
Class 2: ... 0.66
Class 3: ... 0.72
Class 4: ... 0.69
Class 5: ... 0.88
Class 6: ... 0.57
Class 7: ... 0.54
Class 8: ... 0.98
Class 9: ... 0.92
Class 10: ... 0.70
Class 11: ... 0.91
Class 12: ... 0.52
Class 13: ... 0.65
Class 14: ... 0.71
Class 15: ... 0.85
Class 16: ... 0.68
Class 17: ... 0.97
Class 18: ... 0.50
Class 19: ... 0.17
Class 20: ... 0.88
Class 21: ... 0.79
Class 22: ... 0.61
Class 23: ... 0.47
Class 24: ... 0.65
Class 25: ... 0.93
Class 26: ... 0.83
Class 27: ... 0.83
Class 28: ... 0.36
Class 29: ... 0.68
Class 30: ... 0.74
Class 31: ... 0.67
Class 32: ... 0.67
Class 33: ... 0.32
Class 34: ... 0.31
Class 35: ... 0.74
Class 36: ... 0.70
Class 37: ... 0.52
Class 38: ... 0.69
Class 39: ... 0.37
Class 40: ... 0.88
Class 41: ... 0.96
Class 42: ... 0.88
Class 43: ... 0.94
Class 44: ... 0.47
Class 45: ... 0.93
Class 46: ... 0.96
Class 47: ... 0.70
Class 48: ... 0.55
Class 49: ... 0.76
Class 50: ... 0.55
Class 51: ... 0.57
Class 52: ... 0.91
Class 53: ... 0.42
Class 54: ... 0.28
Class 55: ... 0.47
Class 56: ... 0.76
Class 57: ... 0.15
Class 58: ... 0.74
Class 59: ... 0.64
Class 60: ... 0.78
Class 61: ... 0.79
Class 62: ... 0.82
Class 63: ... 0.78
Class 64: ... 0.69
Class 65: ... 0.95
Class 66: ... 0.65
Class 67: ... 0.49
Class 68: ... 0.93
Class 69: ... 0.61
Class 70: ... 0.83
Class 71: ... 0.72
Class 72: ... 0.74
Class 73: ... 0.66
Class 74: ... 0.54
Class 75: ... 0.78
Class 76: ... 0.88
Class 77: ... 0.43
Class 78: ... 0.45
Class 79: ... 0.70
Class 80: ... 0.39
Class 81: ... 0.72
Class 82: ... 0.76
Class 83: ... 0.81
Class 84: ... 0.91
Class 85: ... 0.71
Class 86: ... 0.87
Class 87: ... 0.92
Class 88: ... 0.70
Class 89: ... 0.57
Class 90: ... 0.50
Class 91: ... 0.55
Class 92: ... 0.72
Class 93: ... 0.78
Class 94: ... 0.62
Class 95: ... 0.77
Class 96: ... 0.87
Class 97: ... 0.65
Class 98: ... 0.63
Class 99: ... 0.91
Class 100: ... 0.45

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs120_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.810997
Expriment finished at 2017-01-23 13:17:00.914353 
Per class accuracy
Class 0: ... 0.89
Class 1: ... 0.84
Class 2: ... 0.93
Class 3: ... 0.83
Class 4: ... 0.97
Class 5: ... 0.91
Class 6: ... 0.67
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.66
Class 13: ... 0.73
Class 14: ... 0.87
Class 15: ... 0.91
Class 16: ... 0.71
Class 17: ... 0.97
Class 18: ... 0.71
Class 19: ... 0.25
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.75
Class 23: ... 0.61
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 0.98
Class 27: ... 0.97
Class 28: ... 0.50
Class 29: ... 0.86
Class 30: ... 0.89
Class 31: ... 0.73
Class 32: ... 0.87
Class 33: ... 0.42
Class 34: ... 0.36
Class 35: ... 0.87
Class 36: ... 0.86
Class 37: ... 0.65
Class 38: ... 0.88
Class 39: ... 0.38
Class 40: ... 0.94
Class 41: ... 1.00
Class 42: ... 0.91
Class 43: ... 1.00
Class 44: ... 0.61
Class 45: ... 1.00
Class 46: ... 0.95
Class 47: ... 0.84
Class 48: ... 0.69
Class 49: ... 0.82
Class 50: ... 0.64
Class 51: ... 0.70
Class 52: ... 0.94
Class 53: ... 0.42
Class 54: ... 0.35
Class 55: ... 0.77
Class 56: ... 0.95
Class 57: ... 0.21
Class 58: ... 0.95
Class 59: ... 0.78
Class 60: ... 0.92
Class 61: ... 1.00
Class 62: ... 0.86
Class 63: ... 0.89
Class 64: ... 0.77
Class 65: ... 1.00
Class 66: ... 0.82
Class 67: ... 0.82
Class 68: ... 1.00
Class 69: ... 0.82
Class 70: ... 0.90
Class 71: ... 0.83
Class 72: ... 0.86
Class 73: ... 0.85
Class 74: ... 0.71
Class 75: ... 0.94
Class 76: ... 1.00
Class 77: ... 0.63
Class 78: ... 0.57
Class 79: ... 0.69
Class 80: ... 0.45
Class 81: ... 0.79
Class 82: ... 0.90
Class 83: ... 0.90
Class 84: ... 0.98
Class 85: ... 0.97
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.77
Class 90: ... 0.68
Class 91: ... 0.84
Class 92: ... 0.84
Class 93: ... 0.84
Class 94: ... 0.72
Class 95: ... 0.93
Class 96: ... 0.91
Class 97: ... 0.75
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.72

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_bs128_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.668807
Expriment finished at 2017-01-25 16:50:03.922972 
Per class accuracy
Class 0: ... 0.81
Class 1: ... 0.79
Class 2: ... 0.64
Class 3: ... 0.69
Class 4: ... 0.71
Class 5: ... 0.88
Class 6: ... 0.61
Class 7: ... 0.57
Class 8: ... 0.97
Class 9: ... 0.90
Class 10: ... 0.73
Class 11: ... 0.91
Class 12: ... 0.45
Class 13: ... 0.66
Class 14: ... 0.64
Class 15: ... 0.83
Class 16: ... 0.66
Class 17: ... 0.95
Class 18: ... 0.39
Class 19: ... 0.11
Class 20: ... 0.80
Class 21: ... 0.73
Class 22: ... 0.60
Class 23: ... 0.41
Class 24: ... 0.52
Class 25: ... 0.88
Class 26: ... 0.69
Class 27: ... 0.79
Class 28: ... 0.38
Class 29: ... 0.64
Class 30: ... 0.68
Class 31: ... 0.70
Class 32: ... 0.70
Class 33: ... 0.30
Class 34: ... 0.28
Class 35: ... 0.73
Class 36: ... 0.68
Class 37: ... 0.43
Class 38: ... 0.66
Class 39: ... 0.35
Class 40: ... 0.87
Class 41: ... 0.94
Class 42: ... 0.83
Class 43: ... 0.91
Class 44: ... 0.51
Class 45: ... 0.95
Class 46: ... 0.93
Class 47: ... 0.70
Class 48: ... 0.58
Class 49: ... 0.84
Class 50: ... 0.48
Class 51: ... 0.50
Class 52: ... 0.89
Class 53: ... 0.45
Class 54: ... 0.27
Class 55: ... 0.39
Class 56: ... 0.77
Class 57: ... 0.19
Class 58: ... 0.72
Class 59: ... 0.53
Class 60: ... 0.56
Class 61: ... 0.76
Class 62: ... 0.76
Class 63: ... 0.82
Class 64: ... 0.65
Class 65: ... 0.96
Class 66: ... 0.61
Class 67: ... 0.51
Class 68: ... 0.88
Class 69: ... 0.57
Class 70: ... 0.82
Class 71: ... 0.67
Class 72: ... 0.77
Class 73: ... 0.58
Class 74: ... 0.52
Class 75: ... 0.69
Class 76: ... 0.90
Class 77: ... 0.38
Class 78: ... 0.45
Class 79: ... 0.68
Class 80: ... 0.36
Class 81: ... 0.76
Class 82: ... 0.73
Class 83: ... 0.83
Class 84: ... 0.91
Class 85: ... 0.68
Class 86: ... 0.84
Class 87: ... 0.93
Class 88: ... 0.70
Class 89: ... 0.52
Class 90: ... 0.52
Class 91: ... 0.66
Class 92: ... 0.73
Class 93: ... 0.75
Class 94: ... 0.54
Class 95: ... 0.70
Class 96: ... 0.87
Class 97: ... 0.69
Class 98: ... 0.70
Class 99: ... 0.85
Class 100: ... 0.38

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_bs128_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.781919
Expriment finished at 2017-01-25 16:50:06.808125 
Per class accuracy
Class 0: ... 0.89
Class 1: ... 0.97
Class 2: ... 0.83
Class 3: ... 0.80
Class 4: ... 0.94
Class 5: ... 0.91
Class 6: ... 0.72
Class 7: ... 0.71
Class 8: ... 0.97
Class 9: ... 0.98
Class 10: ... 0.92
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.85
Class 14: ... 0.83
Class 15: ... 0.91
Class 16: ... 0.73
Class 17: ... 0.95
Class 18: ... 0.46
Class 19: ... 0.19
Class 20: ... 1.00
Class 21: ... 0.90
Class 22: ... 0.72
Class 23: ... 0.49
Class 24: ... 0.61
Class 25: ... 1.00
Class 26: ... 0.80
Class 27: ... 0.97
Class 28: ... 0.40
Class 29: ... 0.89
Class 30: ... 0.86
Class 31: ... 0.78
Class 32: ... 0.92
Class 33: ... 0.39
Class 34: ... 0.33
Class 35: ... 0.84
Class 36: ... 0.82
Class 37: ... 0.53
Class 38: ... 0.93
Class 39: ... 0.35
Class 40: ... 0.97
Class 41: ... 0.98
Class 42: ... 0.85
Class 43: ... 1.00
Class 44: ... 0.71
Class 45: ... 1.00
Class 46: ... 0.95
Class 47: ... 0.84
Class 48: ... 0.61
Class 49: ... 0.94
Class 50: ... 0.51
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.51
Class 54: ... 0.24
Class 55: ... 0.51
Class 56: ... 0.97
Class 57: ... 0.27
Class 58: ... 0.84
Class 59: ... 0.68
Class 60: ... 0.67
Class 61: ... 0.92
Class 62: ... 0.84
Class 63: ... 0.89
Class 64: ... 0.80
Class 65: ... 1.00
Class 66: ... 0.79
Class 67: ... 0.80
Class 68: ... 0.94
Class 69: ... 0.75
Class 70: ... 0.90
Class 71: ... 0.77
Class 72: ... 0.86
Class 73: ... 0.73
Class 74: ... 0.79
Class 75: ... 0.83
Class 76: ... 1.00
Class 77: ... 0.44
Class 78: ... 0.54
Class 79: ... 0.69
Class 80: ... 0.47
Class 81: ... 0.79
Class 82: ... 0.77
Class 83: ... 0.97
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 0.94
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.64
Class 90: ... 0.61
Class 91: ... 0.92
Class 92: ... 0.92
Class 93: ... 0.81
Class 94: ... 0.60
Class 95: ... 0.93
Class 96: ... 0.91
Class 97: ... 0.81
Class 98: ... 0.77
Class 99: ... 0.98
Class 100: ... 0.58

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs128_wi2_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.597370
Expriment finished at 2017-01-26 17:25:39.646038 
Per class accuracy
Class 0: ... 0.72
Class 1: ... 0.77
Class 2: ... 0.51
Class 3: ... 0.71
Class 4: ... 0.54
Class 5: ... 0.80
Class 6: ... 0.57
Class 7: ... 0.55
Class 8: ... 1.00
Class 9: ... 0.90
Class 10: ... 0.54
Class 11: ... 0.84
Class 12: ... 0.31
Class 13: ... 0.36
Class 14: ... 0.63
Class 15: ... 0.79
Class 16: ... 0.60
Class 17: ... 0.95
Class 18: ... 0.40
Class 19: ... 0.11
Class 20: ... 0.68
Class 21: ... 0.70
Class 22: ... 0.56
Class 23: ... 0.17
Class 24: ... 0.52
Class 25: ... 0.89
Class 26: ... 0.72
Class 27: ... 0.78
Class 28: ... 0.22
Class 29: ... 0.49
Class 30: ... 0.59
Class 31: ... 0.67
Class 32: ... 0.51
Class 33: ... 0.12
Class 34: ... 0.24
Class 35: ... 0.68
Class 36: ... 0.55
Class 37: ... 0.23
Class 38: ... 0.65
Class 39: ... 0.20
Class 40: ... 0.81
Class 41: ... 0.92
Class 42: ... 0.89
Class 43: ... 0.85
Class 44: ... 0.46
Class 45: ... 0.96
Class 46: ... 0.90
Class 47: ... 0.70
Class 48: ... 0.47
Class 49: ... 0.73
Class 50: ... 0.41
Class 51: ... 0.41
Class 52: ... 0.84
Class 53: ... 0.46
Class 54: ... 0.09
Class 55: ... 0.38
Class 56: ... 0.50
Class 57: ... 0.16
Class 58: ... 0.79
Class 59: ... 0.52
Class 60: ... 0.48
Class 61: ... 0.77
Class 62: ... 0.79
Class 63: ... 0.56
Class 64: ... 0.42
Class 65: ... 0.94
Class 66: ... 0.56
Class 67: ... 0.31
Class 68: ... 0.82
Class 69: ... 0.73
Class 70: ... 0.80
Class 71: ... 0.70
Class 72: ... 0.74
Class 73: ... 0.45
Class 74: ... 0.38
Class 75: ... 0.71
Class 76: ... 0.82
Class 77: ... 0.31
Class 78: ... 0.46
Class 79: ... 0.64
Class 80: ... 0.16
Class 81: ... 0.55
Class 82: ... 0.58
Class 83: ... 0.71
Class 84: ... 0.88
Class 85: ... 0.49
Class 86: ... 0.80
Class 87: ... 0.90
Class 88: ... 0.62
Class 89: ... 0.46
Class 90: ... 0.25
Class 91: ... 0.52
Class 92: ... 0.71
Class 93: ... 0.70
Class 94: ... 0.59
Class 95: ... 0.69
Class 96: ... 0.75
Class 97: ... 0.47
Class 98: ... 0.68
Class 99: ... 0.74
Class 100: ... 0.28

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs128_wi2_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.726143
Expriment finished at 2017-01-26 17:34:54.398194 
Per class accuracy
Class 0: ... 0.82
Class 1: ... 0.94
Class 2: ... 0.80
Class 3: ... 0.80
Class 4: ... 0.81
Class 5: ... 0.81
Class 6: ... 0.72
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.71
Class 11: ... 0.97
Class 12: ... 0.42
Class 13: ... 0.64
Class 14: ... 0.83
Class 15: ... 0.86
Class 16: ... 0.69
Class 17: ... 0.97
Class 18: ... 0.46
Class 19: ... 0.22
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.75
Class 23: ... 0.22
Class 24: ... 0.67
Class 25: ... 1.00
Class 26: ... 0.93
Class 27: ... 0.97
Class 28: ... 0.23
Class 29: ... 0.67
Class 30: ... 0.73
Class 31: ... 0.78
Class 32: ... 0.82
Class 33: ... 0.24
Class 34: ... 0.30
Class 35: ... 0.80
Class 36: ... 0.57
Class 37: ... 0.32
Class 38: ... 0.90
Class 39: ... 0.22
Class 40: ... 0.91
Class 41: ... 0.98
Class 42: ... 0.97
Class 43: ... 0.98
Class 44: ... 0.58
Class 45: ... 1.00
Class 46: ... 0.92
Class 47: ... 0.79
Class 48: ... 0.56
Class 49: ... 0.82
Class 50: ... 0.56
Class 51: ... 0.59
Class 52: ... 0.91
Class 53: ... 0.49
Class 54: ... 0.12
Class 55: ... 0.63
Class 56: ... 0.59
Class 57: ... 0.15
Class 58: ... 0.95
Class 59: ... 0.66
Class 60: ... 0.57
Class 61: ... 0.98
Class 62: ... 0.86
Class 63: ... 0.64
Class 64: ... 0.61
Class 65: ... 0.97
Class 66: ... 0.75
Class 67: ... 0.53
Class 68: ... 0.89
Class 69: ... 0.96
Class 70: ... 0.87
Class 71: ... 0.83
Class 72: ... 0.89
Class 73: ... 0.73
Class 74: ... 0.56
Class 75: ... 0.86
Class 76: ... 1.00
Class 77: ... 0.33
Class 78: ... 0.59
Class 79: ... 0.69
Class 80: ... 0.33
Class 81: ... 0.64
Class 82: ... 0.71
Class 83: ... 0.87
Class 84: ... 0.93
Class 85: ... 0.69
Class 86: ... 0.94
Class 87: ... 1.00
Class 88: ... 0.81
Class 89: ... 0.51
Class 90: ... 0.32
Class 91: ... 0.61
Class 92: ... 0.89
Class 93: ... 0.84
Class 94: ... 0.74
Class 95: ... 0.89
Class 96: ... 0.89
Class 97: ... 0.69
Class 98: ... 0.80
Class 99: ... 0.91
Class 100: ... 0.50

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs128_wi3_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.652950
Expriment finished at 2017-01-28 18:17:04.347283 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.71
Class 2: ... 0.62
Class 3: ... 0.71
Class 4: ... 0.64
Class 5: ... 0.88
Class 6: ... 0.55
Class 7: ... 0.37
Class 8: ... 0.98
Class 9: ... 0.92
Class 10: ... 0.57
Class 11: ... 0.90
Class 12: ... 0.44
Class 13: ... 0.50
Class 14: ... 0.81
Class 15: ... 0.78
Class 16: ... 0.69
Class 17: ... 0.96
Class 18: ... 0.48
Class 19: ... 0.19
Class 20: ... 0.78
Class 21: ... 0.70
Class 22: ... 0.60
Class 23: ... 0.38
Class 24: ... 0.62
Class 25: ... 0.89
Class 26: ... 0.70
Class 27: ... 0.73
Class 28: ... 0.27
Class 29: ... 0.56
Class 30: ... 0.70
Class 31: ... 0.74
Class 32: ... 0.61
Class 33: ... 0.16
Class 34: ... 0.28
Class 35: ... 0.71
Class 36: ... 0.77
Class 37: ... 0.31
Class 38: ... 0.67
Class 39: ... 0.35
Class 40: ... 0.88
Class 41: ... 0.96
Class 42: ... 0.77
Class 43: ... 0.87
Class 44: ... 0.39
Class 45: ... 0.96
Class 46: ... 0.99
Class 47: ... 0.73
Class 48: ... 0.41
Class 49: ... 0.81
Class 50: ... 0.47
Class 51: ... 0.45
Class 52: ... 0.88
Class 53: ... 0.48
Class 54: ... 0.19
Class 55: ... 0.45
Class 56: ... 0.60
Class 57: ... 0.10
Class 58: ... 0.81
Class 59: ... 0.65
Class 60: ... 0.60
Class 61: ... 0.71
Class 62: ... 0.74
Class 63: ... 0.68
Class 64: ... 0.70
Class 65: ... 0.94
Class 66: ... 0.63
Class 67: ... 0.44
Class 68: ... 0.92
Class 69: ... 0.70
Class 70: ... 0.81
Class 71: ... 0.71
Class 72: ... 0.79
Class 73: ... 0.50
Class 74: ... 0.50
Class 75: ... 0.70
Class 76: ... 0.85
Class 77: ... 0.45
Class 78: ... 0.47
Class 79: ... 0.67
Class 80: ... 0.29
Class 81: ... 0.74
Class 82: ... 0.67
Class 83: ... 0.78
Class 84: ... 0.94
Class 85: ... 0.55
Class 86: ... 0.84
Class 87: ... 0.92
Class 88: ... 0.72
Class 89: ... 0.68
Class 90: ... 0.40
Class 91: ... 0.56
Class 92: ... 0.68
Class 93: ... 0.74
Class 94: ... 0.81
Class 95: ... 0.69
Class 96: ... 0.82
Class 97: ... 0.50
Class 98: ... 0.81
Class 99: ... 0.75
Class 100: ... 0.33

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bn_all_bs128_wi3_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.784827
Expriment finished at 2017-01-28 18:17:07.269971 
Per class accuracy
Class 0: ... 0.80
Class 1: ... 0.81
Class 2: ... 0.88
Class 3: ... 0.83
Class 4: ... 0.84
Class 5: ... 0.91
Class 6: ... 0.72
Class 7: ... 0.49
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.76
Class 11: ... 1.00
Class 12: ... 0.58
Class 13: ... 0.73
Class 14: ... 0.97
Class 15: ... 0.91
Class 16: ... 0.71
Class 17: ... 0.97
Class 18: ... 0.61
Class 19: ... 0.36
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.75
Class 23: ... 0.45
Class 24: ... 0.76
Class 25: ... 1.00
Class 26: ... 0.84
Class 27: ... 0.88
Class 28: ... 0.25
Class 29: ... 0.83
Class 30: ... 0.84
Class 31: ... 0.78
Class 32: ... 0.82
Class 33: ... 0.24
Class 34: ... 0.33
Class 35: ... 0.91
Class 36: ... 0.96
Class 37: ... 0.44
Class 38: ... 0.88
Class 39: ... 0.43
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.76
Class 43: ... 0.98
Class 44: ... 0.45
Class 45: ... 1.00
Class 46: ... 1.00
Class 47: ... 0.87
Class 48: ... 0.47
Class 49: ... 0.88
Class 50: ... 0.59
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.51
Class 54: ... 0.24
Class 55: ... 0.77
Class 56: ... 0.81
Class 57: ... 0.12
Class 58: ... 0.98
Class 59: ... 0.78
Class 60: ... 0.71
Class 61: ... 0.94
Class 62: ... 0.81
Class 63: ... 0.86
Class 64: ... 0.84
Class 65: ... 0.97
Class 66: ... 0.82
Class 67: ... 0.93
Class 68: ... 1.00
Class 69: ... 1.00
Class 70: ... 0.87
Class 71: ... 0.80
Class 72: ... 0.89
Class 73: ... 0.78
Class 74: ... 0.76
Class 75: ... 0.92
Class 76: ... 0.98
Class 77: ... 0.56
Class 78: ... 0.54
Class 79: ... 0.69
Class 80: ... 0.45
Class 81: ... 0.82
Class 82: ... 0.77
Class 83: ... 0.97
Class 84: ... 0.98
Class 85: ... 0.84
Class 86: ... 0.94
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 0.87
Class 90: ... 0.46
Class 91: ... 0.82
Class 92: ... 0.84
Class 93: ... 0.84
Class 94: ... 0.88
Class 95: ... 0.93
Class 96: ... 0.91
Class 97: ... 0.67
Class 98: ... 0.91
Class 99: ... 0.91
Class 100: ... 0.61

--------------------------------------------------
